emoji,codepoint,occurrences,negative,neutral,positive,name,block,primary_emotion
🧑‍💻,0x1f9d1 0x200d 0x1f4bb,1000,100,400,500,TECHNOLOGIST,People & Body,Neutral
🧑🏻‍💻,0x1f9d1 0x1f3fb 0x200d 0x1f4bb,1000,100,400,500,TECHNOLOGIST: LIGHT SKIN TONE,People & Body,Neutral
🧑🏼‍💻,0x1f9d1 0x1f3fc 0x200d 0x1f4bb,1000,100,400,500,TECHNOLOGIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🧑🏽‍💻,0x1f9d1 0x1f3fd 0x200d 0x1f4bb,1000,100,400,500,TECHNOLOGIST: MEDIUM SKIN TONE,People & Body,Neutral
🧑🏾‍💻,0x1f9d1 0x1f3fe 0x200d 0x1f4bb,1000,100,400,500,TECHNOLOGIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🧑🏿‍💻,0x1f9d1 0x1f3ff 0x200d 0x1f4bb,1000,100,400,500,TECHNOLOGIST: DARK SKIN TONE,People & Body,Neutral
👨‍💻,0x1f468 0x200d 0x1f4bb,1000,100,400,500,MAN TECHNOLOGIST,People & Body,Neutral
👨🏻‍💻,0x1f468 0x1f3fb 0x200d 0x1f4bb,1000,100,400,500,MAN TECHNOLOGIST: LIGHT SKIN TONE,People & Body,Neutral
👨🏼‍💻,0x1f468 0x1f3fc 0x200d 0x1f4bb,1000,100,400,500,MAN TECHNOLOGIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👨🏽‍💻,0x1f468 0x1f3fd 0x200d 0x1f4bb,1000,100,400,500,MAN TECHNOLOGIST: MEDIUM SKIN TONE,People & Body,Neutral
👨🏾‍💻,0x1f468 0x1f3fe 0x200d 0x1f4bb,1000,100,400,500,MAN TECHNOLOGIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👨🏿‍💻,0x1f468 0x1f3ff 0x200d 0x1f4bb,1000,100,400,500,MAN TECHNOLOGIST: DARK SKIN TONE,People & Body,Neutral
👩‍💻,0x1f469 0x200d 0x1f4bb,1000,100,400,500,WOMAN TECHNOLOGIST,People & Body,Neutral
👩🏻‍💻,0x1f469 0x1f3fb 0x200d 0x1f4bb,1000,100,400,500,WOMAN TECHNOLOGIST: LIGHT SKIN TONE,People & Body,Neutral
👩🏼‍💻,0x1f469 0x1f3fc 0x200d 0x1f4bb,1000,100,400,500,WOMAN TECHNOLOGIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👩🏽‍💻,0x1f469 0x1f3fd 0x200d 0x1f4bb,1000,100,400,500,WOMAN TECHNOLOGIST: MEDIUM SKIN TONE,People & Body,Neutral
👩🏾‍💻,0x1f469 0x1f3fe 0x200d 0x1f4bb,1000,100,400,500,WOMAN TECHNOLOGIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏿‍💻,0x1f469 0x1f3ff 0x200d 0x1f4bb,1000,100,400,500,WOMAN TECHNOLOGIST: DARK SKIN TONE,People & Body,Neutral
🧑‍🎤,0x1f9d1 0x200d 0x1f3a4,1000,100,400,500,SINGER,People & Body,Neutral
🧑🏻‍🎤,0x1f9d1 0x1f3fb 0x200d 0x1f3a4,1000,100,400,500,SINGER: LIGHT SKIN TONE,People & Body,Neutral
🧑🏼‍🎤,0x1f9d1 0x1f3fc 0x200d 0x1f3a4,1000,100,400,500,SINGER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🧑🏽‍🎤,0x1f9d1 0x1f3fd 0x200d 0x1f3a4,1000,100,400,500,SINGER: MEDIUM SKIN TONE,People & Body,Neutral
🧑🏾‍🎤,0x1f9d1 0x1f3fe 0x200d 0x1f3a4,1000,100,400,500,SINGER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🧑🏿‍🎤,0x1f9d1 0x1f3ff 0x200d 0x1f3a4,1000,100,400,500,SINGER: DARK SKIN TONE,People & Body,Neutral
👨‍🎤,0x1f468 0x200d 0x1f3a4,1000,100,400,500,MAN SINGER,People & Body,Neutral
👨🏻‍🎤,0x1f468 0x1f3fb 0x200d 0x1f3a4,1000,100,400,500,MAN SINGER: LIGHT SKIN TONE,People & Body,Neutral
👨🏼‍🎤,0x1f468 0x1f3fc 0x200d 0x1f3a4,1000,100,400,500,MAN SINGER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👨🏽‍🎤,0x1f468 0x1f3fd 0x200d 0x1f3a4,1000,100,400,500,MAN SINGER: MEDIUM SKIN TONE,People & Body,Neutral
👨🏾‍🎤,0x1f468 0x1f3fe 0x200d 0x1f3a4,1000,100,400,500,MAN SINGER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👨🏿‍🎤,0x1f468 0x1f3ff 0x200d 0x1f3a4,1000,100,400,500,MAN SINGER: DARK SKIN TONE,People & Body,Neutral
👩‍🎤,0x1f469 0x200d 0x1f3a4,1000,100,400,500,WOMAN SINGER,People & Body,Neutral
👩🏻‍🎤,0x1f469 0x1f3fb 0x200d 0x1f3a4,1000,100,400,500,WOMAN SINGER: LIGHT SKIN TONE,People & Body,Neutral
👩🏼‍🎤,0x1f469 0x1f3fc 0x200d 0x1f3a4,1000,100,400,500,WOMAN SINGER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👩🏽‍🎤,0x1f469 0x1f3fd 0x200d 0x1f3a4,1000,100,400,500,WOMAN SINGER: MEDIUM SKIN TONE,People & Body,Neutral
👩🏾‍🎤,0x1f469 0x1f3fe 0x200d 0x1f3a4,1000,100,400,500,WOMAN SINGER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏿‍🎤,0x1f469 0x1f3ff 0x200d 0x1f3a4,1000,100,400,500,WOMAN SINGER: DARK SKIN TONE,People & Body,Neutral
🧑‍🎨,0x1f9d1 0x200d 0x1f3a8,1000,100,400,500,ARTIST,People & Body,Neutral
🧑🏻‍🎨,0x1f9d1 0x1f3fb 0x200d 0x1f3a8,1000,100,400,500,ARTIST: LIGHT SKIN TONE,People & Body,Neutral
🧑🏼‍🎨,0x1f9d1 0x1f3fc 0x200d 0x1f3a8,1000,100,400,500,ARTIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🧑🏽‍🎨,0x1f9d1 0x1f3fd 0x200d 0x1f3a8,1000,100,400,500,ARTIST: MEDIUM SKIN TONE,People & Body,Neutral
🧑🏾‍🎨,0x1f9d1 0x1f3fe 0x200d 0x1f3a8,1000,100,400,500,ARTIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🧑🏿‍🎨,0x1f9d1 0x1f3ff 0x200d 0x1f3a8,1000,100,400,500,ARTIST: DARK SKIN TONE,People & Body,Neutral
👨‍🎨,0x1f468 0x200d 0x1f3a8,1000,100,400,500,MAN ARTIST,People & Body,Neutral
👨🏻‍🎨,0x1f468 0x1f3fb 0x200d 0x1f3a8,1000,100,400,500,MAN ARTIST: LIGHT SKIN TONE,People & Body,Neutral
👨🏼‍🎨,0x1f468 0x1f3fc 0x200d 0x1f3a8,1000,100,400,500,MAN ARTIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👨🏽‍🎨,0x1f468 0x1f3fd 0x200d 0x1f3a8,1000,100,400,500,MAN ARTIST: MEDIUM SKIN TONE,People & Body,Neutral
👨🏾‍🎨,0x1f468 0x1f3fe 0x200d 0x1f3a8,1000,100,400,500,MAN ARTIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👨🏿‍🎨,0x1f468 0x1f3ff 0x200d 0x1f3a8,1000,100,400,500,MAN ARTIST: DARK SKIN TONE,People & Body,Neutral
👩‍🎨,0x1f469 0x200d 0x1f3a8,1000,100,400,500,WOMAN ARTIST,People & Body,Neutral
👩🏻‍🎨,0x1f469 0x1f3fb 0x200d 0x1f3a8,1000,100,400,500,WOMAN ARTIST: LIGHT SKIN TONE,People & Body,Neutral
👩🏼‍🎨,0x1f469 0x1f3fc 0x200d 0x1f3a8,1000,100,400,500,WOMAN ARTIST: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👩🏽‍🎨,0x1f469 0x1f3fd 0x200d 0x1f3a8,1000,100,400,500,WOMAN ARTIST: MEDIUM SKIN TONE,People & Body,Neutral
👩🏾‍🎨,0x1f469 0x1f3fe 0x200d 0x1f3a8,1000,100,400,500,WOMAN ARTIST: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏿‍🎨,0x1f469 0x1f3ff 0x200d 0x1f3a8,1000,100,400,500,WOMAN ARTIST: DARK SKIN TONE,People & Body,Neutral
🧑‍✈️,0x1f9d1 0x200d 0x2708 0xfe0f,1000,100,400,500,PILOT,People & Body,Neutral
🧑🏻‍✈️,0x1f9d1 0x1f3fb 0x200d 0x2708 0xfe0f,1000,100,400,500,PILOT: LIGHT SKIN TONE,People & Body,Neutral
🧑🏼‍✈️,0x1f9d1 0x1f3fc 0x200d 0x2708 0xfe0f,1000,100,400,500,PILOT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🧑🏽‍✈️,0x1f9d1 0x1f3fd 0x200d 0x2708 0xfe0f,1000,100,400,500,PILOT: MEDIUM SKIN TONE,People & Body,Neutral
🧑🏾‍✈️,0x1f9d1 0x1f3fe 0x200d 0x2708 0xfe0f,1000,100,400,500,PILOT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🧑🏿‍✈️,0x1f9d1 0x1f3ff 0x200d 0x2708 0xfe0f,1000,100,400,500,PILOT: DARK SKIN TONE,People & Body,Neutral
👨‍✈️,0x1f468 0x200d 0x2708 0xfe0f,1000,100,400,500,MAN PILOT,People & Body,Neutral
👨🏻‍✈️,0x1f468 0x1f3fb 0x200d 0x2708 0xfe0f,1000,100,400,500,MAN PILOT: LIGHT SKIN TONE,People & Body,Neutral
👨🏼‍✈️,0x1f468 0x1f3fc 0x200d 0x2708 0xfe0f,1000,100,400,500,MAN PILOT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👨🏽‍✈️,0x1f468 0x1f3fd 0x200d 0x2708 0xfe0f,1000,100,400,500,MAN PILOT: MEDIUM SKIN TONE,People & Body,Neutral
👨🏾‍✈️,0x1f468 0x1f3fe 0x200d 0x2708 0xfe0f,1000,100,400,500,MAN PILOT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👨🏿‍✈️,0x1f468 0x1f3ff 0x200d 0x2708 0xfe0f,1000,100,400,500,MAN PILOT: DARK SKIN TONE,People & Body,Neutral
👩‍✈️,0x1f469 0x200d 0x2708 0xfe0f,1000,100,400,500,WOMAN PILOT,People & Body,Neutral
👩🏻‍✈️,0x1f469 0x1f3fb 0x200d 0x2708 0xfe0f,1000,100,400,500,WOMAN PILOT: LIGHT SKIN TONE,People & Body,Neutral
👩🏼‍✈️,0x1f469 0x1f3fc 0x200d 0x2708 0xfe0f,1000,100,400,500,WOMAN PILOT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👩🏽‍✈️,0x1f469 0x1f3fd 0x200d 0x2708 0xfe0f,1000,100,400,500,WOMAN PILOT: MEDIUM SKIN TONE,People & Body,Neutral
👩🏾‍✈️,0x1f469 0x1f3fe 0x200d 0x2708 0xfe0f,1000,100,400,500,WOMAN PILOT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏿‍✈️,0x1f469 0x1f3ff 0x200d 0x2708 0xfe0f,1000,100,400,500,WOMAN PILOT: DARK SKIN TONE,People & Body,Neutral
🧑‍🚀,0x1f9d1 0x200d 0x1f680,1000,100,400,500,ASTRONAUT,People & Body,Neutral
🧑🏻‍🚀,0x1f9d1 0x1f3fb 0x200d 0x1f680,1000,100,400,500,ASTRONAUT: LIGHT SKIN TONE,People & Body,Neutral
🧑🏼‍🚀,0x1f9d1 0x1f3fc 0x200d 0x1f680,1000,100,400,500,ASTRONAUT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🧑🏽‍🚀,0x1f9d1 0x1f3fd 0x200d 0x1f680,1000,100,400,500,ASTRONAUT: MEDIUM SKIN TONE,People & Body,Neutral
🧑🏾‍🚀,0x1f9d1 0x1f3fe 0x200d 0x1f680,1000,100,400,500,ASTRONAUT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🧑🏿‍🚀,0x1f9d1 0x1f3ff 0x200d 0x1f680,1000,100,400,500,ASTRONAUT: DARK SKIN TONE,People & Body,Neutral
👨‍🚀,0x1f468 0x200d 0x1f680,1000,100,400,500,MAN ASTRONAUT,People & Body,Neutral
👨🏻‍🚀,0x1f468 0x1f3fb 0x200d 0x1f680,1000,100,400,500,MAN ASTRONAUT: LIGHT SKIN TONE,People & Body,Neutral
👨🏼‍🚀,0x1f468 0x1f3fc 0x200d 0x1f680,1000,100,400,500,MAN ASTRONAUT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👨🏽‍🚀,0x1f468 0x1f3fd 0x200d 0x1f680,1000,100,400,500,MAN ASTRONAUT: MEDIUM SKIN TONE,People & Body,Neutral
👨🏾‍🚀,0x1f468 0x1f3fe 0x200d 0x1f680,1000,100,400,500,MAN ASTRONAUT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👨🏿‍🚀,0x1f468 0x1f3ff 0x200d 0x1f680,1000,100,400,500,MAN ASTRONAUT: DARK SKIN TONE,People & Body,Neutral
👩‍🚀,0x1f469 0x200d 0x1f680,1000,100,400,500,WOMAN ASTRONAUT,People & Body,Neutral
👩🏻‍🚀,0x1f469 0x1f3fb 0x200d 0x1f680,1000,100,400,500,WOMAN ASTRONAUT: LIGHT SKIN TONE,People & Body,Neutral
👩🏼‍🚀,0x1f469 0x1f3fc 0x200d 0x1f680,1000,100,400,500,WOMAN ASTRONAUT: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👩🏽‍🚀,0x1f469 0x1f3fd 0x200d 0x1f680,1000,100,400,500,WOMAN ASTRONAUT: MEDIUM SKIN TONE,People & Body,Neutral
👩🏾‍🚀,0x1f469 0x1f3fe 0x200d 0x1f680,1000,100,400,500,WOMAN ASTRONAUT: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👩🏿‍🚀,0x1f469 0x1f3ff 0x200d 0x1f680,1000,100,400,500,WOMAN ASTRONAUT: DARK SKIN TONE,People & Body,Neutral
🧑‍🚒,0x1f9d1 0x200d 0x1f692,1000,30,50,920,FIREFIGHTER,People & Body,Excitement
🧑🏻‍🚒,0x1f9d1 0x1f3fb 0x200d 0x1f692,1000,30,50,920,FIREFIGHTER: LIGHT SKIN TONE,People & Body,Excitement
🧑🏼‍🚒,0x1f9d1 0x1f3fc 0x200d 0x1f692,1000,30,50,920,FIREFIGHTER: MEDIUM-LIGHT SKIN TONE,People & Body,Excitement
🧑🏽‍🚒,0x1f9d1 0x1f3fd 0x200d 0x1f692,1000,30,50,920,FIREFIGHTER: MEDIUM SKIN TONE,People & Body,Excitement
🧑🏾‍🚒,0x1f9d1 0x1f3fe 0x200d 0x1f692,1000,30,50,920,FIREFIGHTER: MEDIUM-DARK SKIN TONE,People & Body,Excitement
🧑🏿‍🚒,0x1f9d1 0x1f3ff 0x200d 0x1f692,1000,30,50,920,FIREFIGHTER: DARK SKIN TONE,People & Body,Excitement
👨‍🚒,0x1f468 0x200d 0x1f692,1000,30,50,920,MAN FIREFIGHTER,People & Body,Excitement
👨🏻‍🚒,0x1f468 0x1f3fb 0x200d 0x1f692,1000,30,50,920,MAN FIREFIGHTER: LIGHT SKIN TONE,People & Body,Excitement
👨🏼‍🚒,0x1f468 0x1f3fc 0x200d 0x1f692,1000,30,50,920,MAN FIREFIGHTER: MEDIUM-LIGHT SKIN TONE,People & Body,Excitement
👨🏽‍🚒,0x1f468 0x1f3fd 0x200d 0x1f692,1000,30,50,920,MAN FIREFIGHTER: MEDIUM SKIN TONE,People & Body,Excitement
👨🏾‍🚒,0x1f468 0x1f3fe 0x200d 0x1f692,1000,30,50,920,MAN FIREFIGHTER: MEDIUM-DARK SKIN TONE,People & Body,Excitement
👨🏿‍🚒,0x1f468 0x1f3ff 0x200d 0x1f692,1000,30,50,920,MAN FIREFIGHTER: DARK SKIN TONE,People & Body,Excitement
👩‍🚒,0x1f469 0x200d 0x1f692,1000,30,50,920,WOMAN FIREFIGHTER,People & Body,Excitement
👩🏻‍🚒,0x1f469 0x1f3fb 0x200d 0x1f692,1000,30,50,920,WOMAN FIREFIGHTER: LIGHT SKIN TONE,People & Body,Excitement
👩🏼‍🚒,0x1f469 0x1f3fc 0x200d 0x1f692,1000,30,50,920,WOMAN FIREFIGHTER: MEDIUM-LIGHT SKIN TONE,People & Body,Excitement
👩🏽‍🚒,0x1f469 0x1f3fd 0x200d 0x1f692,1000,30,50,920,WOMAN FIREFIGHTER: MEDIUM SKIN TONE,People & Body,Excitement
👩🏾‍🚒,0x1f469 0x1f3fe 0x200d 0x1f692,1000,30,50,920,WOMAN FIREFIGHTER: MEDIUM-DARK SKIN TONE,People & Body,Excitement
👩🏿‍🚒,0x1f469 0x1f3ff 0x200d 0x1f692,1000,30,50,920,WOMAN FIREFIGHTER: DARK SKIN TONE,People & Body,Excitement
👮,0x1f46e,1000,100,400,500,POLICE OFFICER,People & Body,Neutral
👮🏻,0x1f46e 0x1f3fb,1000,100,400,500,POLICE OFFICER: LIGHT SKIN TONE,People & Body,Neutral
👮🏼,0x1f46e 0x1f3fc,1000,100,400,500,POLICE OFFICER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👮🏽,0x1f46e 0x1f3fd,1000,100,400,500,POLICE OFFICER: MEDIUM SKIN TONE,People & Body,Neutral
👮🏾,0x1f46e 0x1f3fe,1000,100,400,500,POLICE OFFICER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👮🏿,0x1f46e 0x1f3ff,1000,100,400,500,POLICE OFFICER: DARK SKIN TONE,People & Body,Neutral
👮‍♂️,0x1f46e 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN POLICE OFFICER,People & Body,Neutral
👮🏻‍♂️,0x1f46e 0x1f3fb 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN POLICE OFFICER: LIGHT SKIN TONE,People & Body,Neutral
👮🏼‍♂️,0x1f46e 0x1f3fc 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN POLICE OFFICER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👮🏽‍♂️,0x1f46e 0x1f3fd 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN POLICE OFFICER: MEDIUM SKIN TONE,People & Body,Neutral
👮🏾‍♂️,0x1f46e 0x1f3fe 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN POLICE OFFICER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👮🏿‍♂️,0x1f46e 0x1f3ff 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN POLICE OFFICER: DARK SKIN TONE,People & Body,Neutral
👮‍♀️,0x1f46e 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN POLICE OFFICER,People & Body,Neutral
👮🏻‍♀️,0x1f46e 0x1f3fb 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN POLICE OFFICER: LIGHT SKIN TONE,People & Body,Neutral
👮🏼‍♀️,0x1f46e 0x1f3fc 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN POLICE OFFICER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👮🏽‍♀️,0x1f46e 0x1f3fd 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN POLICE OFFICER: MEDIUM SKIN TONE,People & Body,Neutral
👮🏾‍♀️,0x1f46e 0x1f3fe 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN POLICE OFFICER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👮🏿‍♀️,0x1f46e 0x1f3ff 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN POLICE OFFICER: DARK SKIN TONE,People & Body,Neutral
🕵️,0x1f575 0xfe0f,1000,100,400,500,DETECTIVE,People & Body,Neutral
🕵🏻,0x1f575 0x1f3fb,1000,100,400,500,DETECTIVE: LIGHT SKIN TONE,People & Body,Neutral
🕵🏼,0x1f575 0x1f3fc,1000,100,400,500,DETECTIVE: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🕵🏽,0x1f575 0x1f3fd,1000,100,400,500,DETECTIVE: MEDIUM SKIN TONE,People & Body,Neutral
🕵🏾,0x1f575 0x1f3fe,1000,100,400,500,DETECTIVE: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🕵🏿,0x1f575 0x1f3ff,1000,100,400,500,DETECTIVE: DARK SKIN TONE,People & Body,Neutral
🕵️‍♂️,0x1f575 0xfe0f 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN DETECTIVE,People & Body,Neutral
🕵🏻‍♂️,0x1f575 0x1f3fb 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN DETECTIVE: LIGHT SKIN TONE,People & Body,Neutral
🕵🏼‍♂️,0x1f575 0x1f3fc 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN DETECTIVE: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🕵🏽‍♂️,0x1f575 0x1f3fd 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN DETECTIVE: MEDIUM SKIN TONE,People & Body,Neutral
🕵🏾‍♂️,0x1f575 0x1f3fe 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN DETECTIVE: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🕵🏿‍♂️,0x1f575 0x1f3ff 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN DETECTIVE: DARK SKIN TONE,People & Body,Neutral
🕵️‍♀️,0x1f575 0xfe0f 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN DETECTIVE,People & Body,Neutral
🕵🏻‍♀️,0x1f575 0x1f3fb 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN DETECTIVE: LIGHT SKIN TONE,People & Body,Neutral
🕵🏼‍♀️,0x1f575 0x1f3fc 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN DETECTIVE: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🕵🏽‍♀️,0x1f575 0x1f3fd 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN DETECTIVE: MEDIUM SKIN TONE,People & Body,Neutral
🕵🏾‍♀️,0x1f575 0x1f3fe 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN DETECTIVE: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🕵🏿‍♀️,0x1f575 0x1f3ff 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN DETECTIVE: DARK SKIN TONE,People & Body,Neutral
💂,0x1f482,1000,100,400,500,GUARD,People & Body,Neutral
💂🏻,0x1f482 0x1f3fb,1000,100,400,500,GUARD: LIGHT SKIN TONE,People & Body,Neutral
💂🏼,0x1f482 0x1f3fc,1000,100,400,500,GUARD: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
💂🏽,0x1f482 0x1f3fd,1000,100,400,500,GUARD: MEDIUM SKIN TONE,People & Body,Neutral
💂🏾,0x1f482 0x1f3fe,1000,100,400,500,GUARD: MEDIUM-DARK SKIN TONE,People & Body,Neutral
💂🏿,0x1f482 0x1f3ff,1000,100,400,500,GUARD: DARK SKIN TONE,People & Body,Neutral
💂‍♂️,0x1f482 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN GUARD,People & Body,Neutral
💂🏻‍♂️,0x1f482 0x1f3fb 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN GUARD: LIGHT SKIN TONE,People & Body,Neutral
💂🏼‍♂️,0x1f482 0x1f3fc 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN GUARD: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
💂🏽‍♂️,0x1f482 0x1f3fd 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN GUARD: MEDIUM SKIN TONE,People & Body,Neutral
💂🏾‍♂️,0x1f482 0x1f3fe 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN GUARD: MEDIUM-DARK SKIN TONE,People & Body,Neutral
💂🏿‍♂️,0x1f482 0x1f3ff 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN GUARD: DARK SKIN TONE,People & Body,Neutral
💂‍♀️,0x1f482 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN GUARD,People & Body,Neutral
💂🏻‍♀️,0x1f482 0x1f3fb 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN GUARD: LIGHT SKIN TONE,People & Body,Neutral
💂🏼‍♀️,0x1f482 0x1f3fc 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN GUARD: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
💂🏽‍♀️,0x1f482 0x1f3fd 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN GUARD: MEDIUM SKIN TONE,People & Body,Neutral
💂🏾‍♀️,0x1f482 0x1f3fe 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN GUARD: MEDIUM-DARK SKIN TONE,People & Body,Neutral
💂🏿‍♀️,0x1f482 0x1f3ff 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN GUARD: DARK SKIN TONE,People & Body,Neutral
🥷,0x1f977,1000,100,400,500,NINJA,People & Body,Neutral
🥷🏻,0x1f977 0x1f3fb,1000,100,400,500,NINJA: LIGHT SKIN TONE,People & Body,Neutral
🥷🏼,0x1f977 0x1f3fc,1000,100,400,500,NINJA: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
🥷🏽,0x1f977 0x1f3fd,1000,100,400,500,NINJA: MEDIUM SKIN TONE,People & Body,Neutral
🥷🏾,0x1f977 0x1f3fe,1000,100,400,500,NINJA: MEDIUM-DARK SKIN TONE,People & Body,Neutral
🥷🏿,0x1f977 0x1f3ff,1000,100,400,500,NINJA: DARK SKIN TONE,People & Body,Neutral
👷,0x1f477,1000,100,400,500,CONSTRUCTION WORKER,People & Body,Neutral
👷🏻,0x1f477 0x1f3fb,1000,100,400,500,CONSTRUCTION WORKER: LIGHT SKIN TONE,People & Body,Neutral
👷🏼,0x1f477 0x1f3fc,1000,100,400,500,CONSTRUCTION WORKER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👷🏽,0x1f477 0x1f3fd,1000,100,400,500,CONSTRUCTION WORKER: MEDIUM SKIN TONE,People & Body,Neutral
👷🏾,0x1f477 0x1f3fe,1000,100,400,500,CONSTRUCTION WORKER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👷🏿,0x1f477 0x1f3ff,1000,100,400,500,CONSTRUCTION WORKER: DARK SKIN TONE,People & Body,Neutral
👷‍♂️,0x1f477 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN CONSTRUCTION WORKER,People & Body,Neutral
👷🏻‍♂️,0x1f477 0x1f3fb 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN CONSTRUCTION WORKER: LIGHT SKIN TONE,People & Body,Neutral
👷🏼‍♂️,0x1f477 0x1f3fc 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN CONSTRUCTION WORKER: MEDIUM-LIGHT SKIN TONE,People & Body,Neutral
👷🏽‍♂️,0x1f477 0x1f3fd 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN CONSTRUCTION WORKER: MEDIUM SKIN TONE,People & Body,Neutral
👷🏾‍♂️,0x1f477 0x1f3fe 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN CONSTRUCTION WORKER: MEDIUM-DARK SKIN TONE,People & Body,Neutral
👷🏿‍♂️,0x1f477 0x1f3ff 0x200d 0x2642 0xfe0f,1000,100,400,500,MAN CONSTRUCTION WORKER: DARK SKIN TONE,People & Body,Neutral
👷‍♀️,0x1f477 0x200d 0x2640 0xfe0f,1000,100,400,500,WOMAN CONSTRUCTION WORKER,People & Body,Neutral
